
		//
		// Overwatch localized names
		//
		"CSGO_Overwatch_TheSuspect"			"The Suspect"
	"StickerKit_desc_eslcologne2015_signature_getright_foil" "This foil sticker was autographed by professional player Christopher Alesund playing for Ninjas in Pyjamas at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_getright_gold" "GeT_RiGhT (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_getright_gold" "This gold sticker was autographed by professional player Christopher Alesund playing for Ninjas in Pyjamas at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_friberg" "friberg | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_friberg" "This sticker was autographed by professional player Adam Friberg playing for Ninjas in Pyjamas at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_friberg_foil" "friberg (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_friberg_foil" "This foil sticker was autographed by professional player Adam Friberg playing for Ninjas in Pyjamas at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_friberg_gold" "friberg (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_friberg_gold" "This gold sticker was autographed by professional player Adam Friberg playing for Ninjas in Pyjamas at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_allu" "allu | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_allu" "This sticker was autographed by professional player Aleksi Jalli playing for Ninjas in Pyjamas at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_allu_foil" "allu (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_allu_foil" "This foil sticker was autographed by professional player Aleksi Jalli playing for Ninjas in Pyjamas at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_allu_gold" "allu (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_allu_gold" "This gold sticker was autographed by professional player Aleksi Jalli playing for Ninjas in Pyjamas at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_kennys" "kennyS | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_kennys" "This sticker was autographed by professional player Kenny Schrub playing for Team EnVyUs at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_kennys_foil" "kennyS (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_kennys_foil" "This foil sticker was autographed by professional player Kenny Schrub playing for Team EnVyUs at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_kennys_gold" "kennyS (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_kennys_gold" "This gold sticker was autographed by professional player Kenny Schrub playing for Team EnVyUs at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_kioshima" "kioShiMa | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_kioshima" "This sticker was autographed by professional player Fabien Fiey playing for Team EnVyUs at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_kioshima_foil" "kioShiMa (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_kioshima_foil" "This foil sticker was autographed by professional player Fabien Fiey playing for Team EnVyUs at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_kioshima_gold" "kioShiMa (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_kioshima_gold" "This gold sticker was autographed by professional player Fabien Fiey playing for Team EnVyUs at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_happy" "Happy | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_happy" "This sticker was autographed by professional player Vincent Cervoni playing for Team EnVyUs at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_happy_foil" "Happy (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_happy_foil" "This foil sticker was autographed by professional player Vincent Cervoni playing for Team EnVyUs at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_happy_gold" "Happy (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_happy_gold" "This gold sticker was autographed by professional player Vincent Cervoni playing for Team EnVyUs at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_apex" "apEX | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_apex" "This sticker was autographed by professional player Dan Madesclaire playing for Team EnVyUs at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_apex_foil" "apEX (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_apex_foil" "This foil sticker was autographed by professional player Dan Madesclaire playing for Team EnVyUs at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_apex_gold" "apEX (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_apex_gold" "This gold sticker was autographed by professional player Dan Madesclaire playing for Team EnVyUs at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_nbk" "NBK- | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_nbk" "This sticker was autographed by professional player Nathan Schmitt playing for Team EnVyUs at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_nbk_foil" "NBK- (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_nbk_foil" "This foil sticker was autographed by professional player Nathan Schmitt playing for Team EnVyUs at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_nbk_gold" "NBK- (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_nbk_gold" "This gold sticker was autographed by professional player Nathan Schmitt playing for Team EnVyUs at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_karrigan" "karrigan | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_karrigan" "This sticker was autographed by professional player Finn Andersen playing for Team SoloMid at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_karrigan_foil" "karrigan (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_karrigan_foil" "This foil sticker was autographed by professional player Finn Andersen playing for Team SoloMid at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_karrigan_gold" "karrigan (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_karrigan_gold" "This gold sticker was autographed by professional player Finn Andersen playing for Team SoloMid at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_device" "device | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_device" "This sticker was autographed by professional player Nicolai Reedtz playing for Team SoloMid at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_device_foil" "device (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_device_foil" "This foil sticker was autographed by professional player Nicolai Reedtz playing for Team SoloMid at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_device_gold" "device (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_device_gold" "This gold sticker was autographed by professional player Nicolai Reedtz playing for Team SoloMid at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_dupreeh" "dupreeh | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_dupreeh" "This sticker was autographed by professional player Peter Rasmussen playing for Team SoloMid at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_dupreeh_foil" "dupreeh (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_dupreeh_foil" "This foil sticker was autographed by professional player Peter Rasmussen playing for Team SoloMid at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_dupreeh_gold" "dupreeh (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_dupreeh_gold" "This gold sticker was autographed by professional player Peter Rasmussen playing for Team SoloMid at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_xyp9x" "Xyp9x | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_xyp9x" "This sticker was autographed by professional player Andreas Højsleth playing for Team SoloMid at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_xyp9x_foil" "Xyp9x (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_xyp9x_foil" "This foil sticker was autographed by professional player Andreas Højsleth playing for Team SoloMid at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_xyp9x_gold" "Xyp9x (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_xyp9x_gold" "This gold sticker was autographed by professional player Andreas Højsleth playing for Team SoloMid at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_cajunb" "cajunb | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_cajunb" "This sticker was autographed by professional player Rene Borg playing for Team SoloMid at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_cajunb_foil" "cajunb (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_cajunb_foil" "This foil sticker was autographed by professional player Rene Borg playing for Team SoloMid at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_cajunb_gold" "cajunb (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_cajunb_gold" "This gold sticker was autographed by professional player Rene Borg playing for Team SoloMid at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_neo" "NEO | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_neo" "This sticker was autographed by professional player Filip Kubski playing for Virtus.Pro at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_neo_foil" "NEO (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_neo_foil" "This foil sticker was autographed by professional player Filip Kubski playing for Virtus.Pro at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_neo_gold" "NEO (Gold) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_neo_gold" "This gold sticker was autographed by professional player Filip Kubski playing for Virtus.Pro at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."

	"StickerKit_eslcologne2015_signature_pasha" "pashaBiceps | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_pasha" "This sticker was autographed by professional player Jarosław Jarząbkowski playing for Virtus.Pro at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
	"StickerKit_eslcologne2015_signature_pasha_foil" "pashaBiceps (Foil) | Cologne 2015"
	"StickerKit_desc_eslcologne2015_signature_pasha_foil" "This foil sticker was autographed by professional player Jarosław Jarząbkowski playing for Virtus.Pro at ESL One Cologne 2015.\n\n50% of the proceeds from the sale of this sticker support the included players and organizations."
