		"SFUI_MainMenu_News_Title"			"News"
		"SFUI_Notice_DM_BuyMenu_RandomON"				"<font color='#e8ad21'>INVULNERABLE</font>\n[%s1] Open the Buy Menu  (%s2)\n[%s3] Random Weapons <font color='#69cf31'>ON</font>"
		"SFUI_Notice_DM_BuyMenu_RandomOFF"				"<font color='#e8ad21'>INVULNERABLE</font>\n[%s1] Open the Buy Menu  (%s2)\n[%s3] Random Weapons <font color='#cf4731'>OFF</font>"
		"SFUI_Notice_DM_BuyMenuExpire_RandomON"			"<font color='#808080'>INVULNERABILITY EXPIRED</font>\nBuy time expired\n[%s1] Random Weapons <font color='#69cf31'>ON</font>"
		"SFUI_Notice_DM_BuyMenuExpire_RandomOFF"		"<font color='#808080'>INVULNERABILITY EXPIRED</font>\nBuy time expired\n[%s1] Random Weapons <font color='#cf4731'>OFF</font>"
		"SFUI_Notice_DM_InvulnExpire_RandomON"			"<font color='#808080'>INVULNERABILITY CANCELLED</font>\nBuy time expired\n[%s1] Random Weapons <font color='#69cf31'>ON</font>"
		"SFUI_Notice_DM_InvulnExpire_RandomOFF"			"<font color='#808080'>INVULNERABILITY CANCELLED</font>\nBuy time expired\n[%s1] Random Weapons <font color='#cf4731'>OFF</font>"
		"SFUI_DMPoints_KillAwardBonus"					"+%s1 POINTS"
		"SFUI_DMPoints_BonusWeapon"						"<font size='15' color='#868686'>BONUS WEAPON : </font><b><font size='18' color='#CCCCCC'>%s1</font></b>"

		"SFUI_Notice_DM_RandomON"						"Random weapons are now ON"
		"SFUI_Notice_DM_RandomOFF"						"Random weapons are now OFF"

		"SFUI_Notice_DM_BonusRespawn"					"${drop} Respawn with bonus weapon"
		"SFUI_Notice_DM_BonusSwitchTo"					"${drop} Switch to bonus weapon"

		"SFUI_Notice_DM_BonusWeaponText"				"The bonus weapon for the next %s1 seconds is: %s2"
		"SFUI_Cancelled_Immunity"						"IMMUNITY CANCELLED"

		"SFUI_Notice_WaitToRespawn"						"\nPLEASE WAIT TO RESPAWN"
		"SFUI_Notice_WaveRespawnIn"						"\nRESPAWN IN %s1"
		"SFUI_Notice_WaveRespawning"						"\nRESPAWNING"	
		"SFUI_Notice_NextWaveIn"						"WAVE COMPLETED!\n<font color='#6c6d4f'>Next wave in %s1 seconds</font>"
		"SFUI_Notice_NewWaveBegun_CT0"						"Protect the bombsite!\n<font color='#6c6d4f'>Wave %s1</font>"
		"SFUI_Notice_NewWaveBegun_T0"						"Protect the hostage!\n<font color='#6c6d4f'>Wave %s1</font>"

		"SFUI_Notice_NewWaveBegun_CT1"						"Enemies spotted!\n<font color='#6c6d4f'>Wave %s1</font>"
		"SFUI_Notice_NewWaveBegun_CT2"						"Enemies inbound!\n<font color='#6c6d4f'>Wave %s1</font>"
		"SFUI_Notice_NewWaveBegun_CT3"						"A new wave is approaching!\n<font color='#6c6d4f'>Wave %s1</font>"
		"SFUI_Notice_NewWaveBegun_CT4"						"New attackers advancing!\n<font color='#6c6d4f'>Wave %s1</font>"
		"SFUI_Notice_NewWaveBegun_CT5"						"More hostiles incoming!\n<font color='#6c6d4f'>Wave %s1</font>"
		"SFUI_Notice_NewWaveBegun_CT6"						"Incoming Insurgents!\n<font color='#6c6d4f'>Wave %s1</font>"
		"SFUI_Notice_NewWaveBegun_CT7"						"Protect the bombsite!\n<font color='#6c6d4f'>Wave %s1</font>"
		"SFUI_Notice_NewWaveBegun_CT8"						"Watch each other's backs!\n<font color='#6c6d4f'>Wave %s1</font>"

		"SFUI_Notice_NewWaveBegun_T1"						"No surrender!\n<font color='#6c6d4f'>Wave %s1</font>"
		"SFUI_Notice_NewWaveBegun_T2"						"Enemies incoming!\n<font color='#6c6d4f'>Wave %s1</font>"
		"SFUI_Notice_NewWaveBegun_T3"						"Use your wits and skill to survive!\n<font color='#6c6d4f'>Wave %s1</font>"
		"SFUI_Notice_NewWaveBegun_T4"						"Show them no mercy!\n<font color='#6c6d4f'>Wave %s1</font>"
		"SFUI_Notice_NewWaveBegun_T5"						"The Taskforce is here!\n<font color='#6c6d4f'>Wave %s1</font>"
		"SFUI_Notice_NewWaveBegun_T6"						"Enemy Operators, inbound!\n<font color='#6c6d4f'>Wave %s1</font>"
		"SFUI_Notice_NewWaveBegun_T7"						"Don't let them take the hostage!\n<font color='#6c6d4f'>Wave %s1</font>"
		"SFUI_Notice_NewWaveBegun_T8"						"Incoming!\n<font color='#6c6d4f'>Wave %s1</font>"

		"SFUI_Notice_GuardianModeSurviveRound"					">> Survive and prevent the bomb from being planted until the time expires!"
		"SFUI_Notice_GuardianModeSurviveRoundHostage"			">> Survive and protect the hostage until the time expires!"
		"SFUI_Notice_GuardianModeLowerDifficultyNextRound"		">> Next round will lower in difficulty"
		"SFUI_Notice_GuardianModeTooFarFromBomb"				"You are too far\nfrom the bomb site!\nTurn back now!"
		"SFUI_Notice_Guardian_BuyMenuAvailable"					"<font color='#32a932'>Buy Menu Available</font>\n[%s1] Open the Buy Menu</font>"
		"SFUI_Notice_Guardian_PlayerHasDied"								"%s1 has died!"

		"SFUI_Notice_Alert_Match_Point"					"MATCH POINT"
		"SFUI_Notice_Alert_Final_Round"					"FINAL ROUND"
		"SFUI_Notice_Alert_Last_Round_Half"				"LAST ROUND OF FIRST HALF"
		"SFUI_Notice_Alert_Warmup_Period"				"WARMUP %s1"
		"SFUI_Notice_Alert_Warmup_Period_Ending"		"WARMUP ENDING %s1"
		"SFUI_Notice_Alert_Waiting_For_Players"			"WAITING FOR PLAYERS %s1"
		"SFUI_Notice_Alert_Match_Starting_In"			"<font color='#C6E075'>MATCH STARTING IN %s1...</font>"
		"SFUI_Notice_Alert_Match_Starting"			"<font color='#C6E075'>MATCH STARTING</font>"
		"SFUI_Notice_Alert_Match_Restarting_In"			"<font color='#C6E075'>MATCH RESTARTING IN %s1...</font>"
		"SFUI_Notice_Alert_Match_Restarting"			"<font color='#C6E075'>MATCH RESTARTING</font>"
		"SFUI_Notice_Alert_Replaying"			"<font color='#E0C675'>DELAYED REPLAY %s1</font>"
		"SFUI_Notice_Alert_Match_Start"					"MATCH START"
		"SFUI_Notice_Alert_Timeout"						"%s1 Timeout %s2"		
		"SFUI_Notice_Alert_Freeze_Pause"				"MATCH PAUSED"

		"SFUI_Notice_Match_Will_Start_Chat"					">> Match will start when warmup has ended."
		"SFUI_Notice_Match_Will_Start_Waiting_Chat"			">> Waiting for all players to connect."

		"SFUI_Notice_Warmup_Has_Ended"					"> Warmup has ended."

		"SFUI_Notice_All_Players_Connected"				"All players have connected. Match will start in %s1 seconds."

		"Hint_you_have_the_defuser"						"You have the defuse kit."

		// should phase these out
		"SFUI_Notice_Have_Bomb"							"You have the bomb. Find the target zone or DROP the bomb for another Terrorist."

		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//Voice notice panel
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

		"SFUI_Voice_Dead_Location"			"DEAD"

		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//Upsell
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

		"SFUI_Upsell_Title"				"THE LATEST INSTALLMENT OF THE WORLD'S # 1 ONLINE TACTICAL ACTION GAME"
		"SFUI_Upsell_Upsell_Bullets"	"Counter-Strike: Global Offensive expands on the classic team-based action gameplay that it pioneered when it first launched 12 years ago. Featuring a massive arsenal of over 45 weapons, loads of maps, new game modes, new visuals, leaderboards, and over 165 awards to be earned. CS:GO is a must-have tactical shooter.\n\nSo what are you waiting for?  Come join your friends online and GO GO GO!"
		"SFUI_Upsell_Nav"				"${west} Unlock Full Game     ${confirm} Quit     ${cancel} Back to Game"
		"SFUI_Upsell_Nav"				"" [$WIN32||$OSX]
		"SFUI_Medals_Earned_Text"		"Achievements unlocked with purchase: "
		"SFUI_Medals_Earned_Count"		"%d / %d"

		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//Controls
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

		"SFUI_PLAYER_CONTROLS"			"CONTROLLER"
		"SFUI_PLAYER_CONTROLS"			"wireless controller" [$PS3]
		"SFUI_PLAYER_CONTROLS"			"CONTROLS" [$X360]
		"SFUI_CONTROLLS_MOUSE_KEYBOARD"	"KEYBOARD / MOUSE"
		"SFUI_Controls_Nav"				"${cancel} Back     ${confirm} Modify     ${west} Clear     ${north} Restore Defaults     ${dpad} Toggle/Modify"
		"SFUI_Controls_Nav_Limit"		"${cancel} Back     ${north} Restore Defaults     ${dpad} Toggle/Modify"
		"SFUI_Controls_Cancel"			"${start} Cancel"
		"SFUI_Controls_Cancel"			"" [$WIN32||$OSX]
		"SFUI_Controls_Title"			"%s1"
		"SFUI_Controls_Modify"			"Press a button..."
		"SFUI_Controls_Confirm_Default_Title"	"RESTORE DEFAULTS"
		"SFUI_Controls_Confirm_Default_Msg" "Reset all Xbox 360 controller options to their defaults?"	[$X360]
		"SFUI_Controls_Confirm_Default_Msg"		 "Reset all controller options to their defaults?"			[$WIN32||$OSX]
		"SFUI_Controls_Confirm_Default_Msg" "Reset all wireless controller options to their defaults?"	[$PS3]
		"SFUI_Controls_Confirm_Default_Nav"		"${cancel} Cancel     ${confirm} Yes"
		"SFUI_Controls_Clear"			"CLEAR"
		"SFUI_Controls_Edit"			"EDIT"
		"SFUI_ReverseMouse"				"Reverse Mouse"
		"SFUI_MouseSensitivity"			"Mouse Sensitivity"
		"SFUI_RawInput"					"Raw Input"
		"SFUI_MouseAcceleration"		"Mouse Acceleration"
		"SFUI_AccelerationAmount"		"Acceleration Amount"
		"SFUI_Toggle_Always_Show_Inv"	"Toggle Inventory Display"
		"SFUI_Forward"					"Move Forward"
		"SFUI_Backward"					"Move Backward"
		"SFUI_MoveRight"				"Move Right (strafe)"
		"SFUI_MoveLeft"					"Move Left (strafe)"
		"SFUI_Previous"					"Last Weapon Used"
		"SFUI_Voice"					"Use Mic"
		"SFUI_Buy"						"Buy Menu"

		"SFUI_StandardRadio"			"Standard Radio Message"
		"SFUI_GroupRadio"				"Group Radio Message"
		"SFUI_ReportRadio"				"Report Radio Message"
		"SFUI_CommandRadio"				"Command Radio Message"

		"SFUI_ChatMessage"				"Chat Message"
		"SFUI_TeamMessage"				"Team Message"
		"SFUI_PreviousWeapon"			"Select Previous Weapon"
		"SFUI_NextWeapon"				"Select Next Weapon"
		"SFUI_NextWeaponController"		"Select Next Inventory"
		"SFUI_PreviousWeaponController"	"Select Previous Inventory"
		"SFUI_Autobuy"					"Autobuy"
		"SFUI_Rebuy"					"Rebuy"
		"SFUI_JoystickSpeedMode"		"Walk Mode"
		"SFUI_MouseZoomSensitivity"     "Zoom Sensitivity"
		"SFUI_ControllerZoomSensitivity" "Zoom Sensitivity"
		"SFUI_TaserSlot"				"Zeus x27"
		"SFUI_MolotovSlot"				"Molotov Cocktail"
		"SFUI_DecoySlot"				"Decoy Grenade"
		"SFUI_CycleGrenades"			"Cycle Grenades"
		"SFUI_CycleWeapons"				"Swap Primary/Secondary"
		"SFUI_CycleNextGrenade"			"Select Grenades/Bomb"
		"SFUI_CycleNextItems"			"Select Grenades/Bomb/Melee"
		"SFUI_PrimaryWeapon"			"Primary Weapon"
		"SFUI_SecondaryWeapon"			"Secondary Weapon"
		"SFUI_WeaponSpecial"			"Secondary Fire"
		"SFUI_AlternateFire"			"Alternate Fire"
		"SFUI_Silencer_Burst"			"Silencer / Burst"
		"SFUI_Zoom_Slash"				"Zoom / Slash"

		"SFUI_KnifeSlot"				"Knife"
		"SFUI_MeleeSlot"				"Knife/Zeus"
		"SFUI_BombSlot"					"Bomb"
		"SFUI_JoystickEnabled"			"Controller Enabled"
		"SFUI_JoystickLookType"			"Look Type"
		"SFUI_JoystickNormal"			"Normal"
		"SFUI_JoystickInverted"			"Inverted"
		"SFUI_JoystickMoveLookSticks"	"Move/Look Sticks"			[$WIN32||$OSX]
		"SFUI_JoystickMoveLookSticks"	"Sticks"					[$X360]
		"SFUI_JoystickMoveLookSticks"	"Left Stick / Right Stick"	[$PS3]
		"SFUI_Left_Handed"				"Left-Handed"
		"SFUI_Right_Handed"				"Right-Handed"
		"SFUI_Joystick_Legacy"			"Legacy"
		"SFUI_JoystickDuckMode"			"Duck Mode"
		"SFUI_Toggle"					"Toggle"
		"SFUI_Hold"						"Hold"
		"SFUI_JoystickLookSpeedPitch"	"Vertical Sensitivity"
		"SFUI_JoystickLookSpeedYaw"		"Horizontal Sensitivity"
		"SFUI_Rumble"					"Vibration"
		"SFUI_Fire"						"Fire"
		"SFUI_Reload_Weapon"			"Reload"
		"SFUI_Jump"						"Jump"
		"SFUI_Duck"						"Duck"
		"SFUI_CycleWeapons"				"Swap Primary/Secondary"		[$X360||$PS3]
		"SFUI_Pickup_Use_Objects"		"Use"
		"SFUI_TitlesTXT_Menu_Scoreboard"     "Scoreboard"
		"SFUI_Walk"						"Walk"
		"SFUI_180Spin"					"Spin 180"
		"SFUI_Drop_Weapon"				"Drop Weapon"
		"SFUI_LookAtWeapon"				"Inspect Weapon"
		"SFUI_SprayMenu"				"Graffiti Menu"
		"SFUI_TitlesTXT_HE_Grenade"		"HE Grenade"
		"SFUI_TitlesTXT_Flashbang"		"Flashbang"
		"SFUI_TitlesTXT_Smoke_Grenade"	"Smoke Grenade"
		"SFUI_Screenshot"				"Take Screenshot"
		"SFUI_MuteBind"					"Mute Player (Scoreboard)"
		"SFUI_CallVote"					"Call Vote"
		"SFUI_ChooseTeam"				"Choose Team"
		"SFUI_ToggleConsole"			"Toggle Console"

		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//Motion Controller
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

		// "SFUI_Calibrate_Nav"				"${west} Calibrate     ${cancel} Close     ${north} Restore Defaults     ${dpad} Toggle/Modify"
		"SFUI_Calibrate_Calibration_Motion"		"Calibrate  Motion Controller"
		"SFUI_Calibrate_Calibrate"				"CALIBRATE"
		"SFUI_Calibrate_Nav_Cancel"				"${cancel} Cancel Calibration"
		"SFUI_Calibrate_Nav_Accept"				"${cancel} Recalibrate     ${confirm} Accept the calibration"
		"SFUI_Calibrate_Nav_Error"				"${cancel} Recalibrate"

		"SFUI_Calibrate_Eye_Disconnected"		"PlayStation®Eye camera is not correctly connected. Please reconnect to continue."
		"SFUI_Calibrate_Activate_Move"			"Set the PlayStation®Eye camera to the wide angle (blue) setting and press the Move button."
		"SFUI_Calibrate_Hold_the_Motion"		"Hold the PlayStation®Move motion controller still, point at the PlayStation®Eye camera and press the Move button."
		"SFUI_Calibrate_Calibrating"			"Calibrating. Hold the motion controller still and keep it pointed at the PlayStation®Eye."
		"SFUI_Calibrate_Aim_at_icon"			"Aim at the icon and press the Trigger Button"
		"SFUI_Calibrate_Change_Sensitivity"		"Crosshair Sensitivity"
		"SFUI_Calibrate_DeadZone_Radius"		"Deadzone Radius"
		"SFUI_Calibrate_Turn_Speed"				"Horizontal Turn Speed"
		"SFUI_Calibrate_Pitch_Speed"			"Vertical Turn Speed"
		"SFUI_Calibrate_Warning_Bright"			"Warning: Bright Lighting\nLighting conditions in your room are very bright and may affect gameplay."
		"SFUI_Calibrate_Warning_Motion"			"Warning: Motion Detected\nCalibration was not ideal because the PlayStation®Move motion controller was not held still during calibration."
		"SFUI_Calibrate_Warning_Colorful"		"Warning: Very Colorful Environment\nTracking may be compromised because objects of various colors are in the scene."
		"SFUI_Calibrate_Warning_Hue"			"Warning: Hue Conflict\nTracking may be compromised because an object that is similar in color with the currently set hue is in the scene."
		"SFUI_Calibrate_Error_Bright"			"Error: Bright Light\nCalibration failed because the light in your room is too bright."
		"SFUI_Calibrate_Error_Cant_Find"		"Error: Can't Find Sphere\nCalibration failed because the PlayStation®Move motion controller was not detected by the PlayStation®Eye."
		"SFUI_Calibrate_Error_Motion"			"Error: Motion Detected\nCalibration failed because the PlayStation®Move motion controller was not held still during calibration."

		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		// Radio Panel
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

		"SFUI_Radio_Exit"				"0. Exit"

		"SFUI_Radio_Cover_Me"			"Cover Me"
		"SFUI_Radio_Take_Point"			"You Take the Point"
		"SFUI_Radio_Hold_Pos"			"Hold This Position"
		"SFUI_Radio_Follow"				"Follow Me"
		"SFUI_Radio_Need_Assist"		"Taking Fire, Need Assistance"
		"SFUI_Radio_Get_In"				"Get in Position"
		"SFUI_Radio_Thanks"				"Thanks"

		"SFUI_Radio_Go"					"GO"
		"SFUI_Radio_Fall_Back"			"Fall Back"
		"SFUI_Radio_Stick_Together"		"Stick Together Team"
		"SFUI_Radio_Regroup"			"Regroup Team"
		"SFUI_Radio_Cheer"				"Cheer!"
		"SFUI_Radio_Storm_Front"		"Storm the Front"
		"SFUI_Radio_Report_In"			"Report In"

		"SFUI_Radio_Roger"				"Affirmative/Roger"
		"SFUI_Radio_Spotted"			"Enemy Spotted"
		"SFUI_Radio_Need_Backup"		"Need Backup"
		"SFUI_Radio_Sector_Clear"		"Sector Clear"
		"SFUI_Radio_In_Position"		"I'm in Position"
		"SFUI_Radio_Reporting_Int"		"Reporting In"
		"SFUI_Radio_Shes_Gonna_Blow"	"She's gonna Blow!"
		"SFUI_Radio_Negative"			"Negative"
		"SFUI_Radio_Enemy_Down"			"Enemy Down"

		"SFUI_Radio_Compliment"			"Compliment"

		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//Settings
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

		"SFUI_PLAYER_SETTINGS"				"SETTINGS" [$X360||$PS3]
		"SFUI_PLAYER_SETTINGS"				"GAME SETTINGS"	[$WIN32||$OSX||$PS3]
		"SFUI_Settings_General_nav"			"${cancel} Back     ${north} Restore Defaults"
		"SFUI_Settings_mic_nav"				"     ${west} Setup Microphone"
		"SFUI_Settings_push_to_talk_nav"	"     ${confirm} Edit Use Mic Key     "
		"SFUI_Settings_Nav"					"${cancel} Back     ${west} HUD Size     ${north} Restore Defaults     ${dpad} Modify"
		"SFUI_Settings_Nav_Video"			"${cancel} Back     ${west} Advanced     ${north} Restore Defaults     ${rshoulder} Apply     ${dpad} Modify"
		"SFUI_Settings_Nav_Video_Advanced"	"${cancel} Back     ${west} HUD Size     ${north} Restore Defaults     ${rshoulder} Apply    ${dpad} Modify"
		"SFUI_Settings_Resize"				"${cancel} Back     ${dpad} Modify"
		"SFUI_Settings_Calibrate_Nav"		"${cancel} Back     ${west} Calibrate     ${north} Restore Defaults     ${confirm} Modify     ${dpad} Toggle/Modify"
		"SFUI_Settings_Screen_Resize"		"HUD SIZE"
		"SFUI_Settings_Title"				"Player: %s1 Settings"
		"SFUI_Settings_Confirm_Default_Title"		"RESTORE DEFAULTS"
		"SFUI_Settings_Confirm_Default_Msg"			"Reset all settings to your system's recommended defaults?"
		"SFUI_Settings_Confirm_Default_Nav"			"${cancel} Cancel     ${confirm} Yes"
		"SFUI_Settings_Disabled_Caps"		"DISABLED"
		"SFUI_Weapon_Name_VO"				"Weapon Name Announcement"
		"SFUI_Settings_Advanced"			"ADVANCED"
		"SFUI_Settings_Video_Advanced"		"VIDEO - ADVANCED"
		"SFUI_Settings_Model_Texture_Detail"		"Model / Texture Detail"
		"SFUI_Settings_Effect_Detail"		"Effect Detail"
		"SFUI_Settings_Shader_Detail"		"Shader Detail"
		"SFUI_Settings_Shadow_Detail"		"Shadow Detail"
		"SFUI_Settings_Filtering_Mode"		"Texture Filtering Mode"
		"SFUI_Settings_Multicore"			"Multicore Rendering"
		"SFUI_Settings_Paged_Pool"			"Paged Pool Memory Available"
		"SFUI_Settings_Water_Detail"		"Water Detail"
